COU,country,MAT,material,STREAMs,stream,YEA,year,value,Flag Codes,Flags
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2010,2010,3460.628,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2011,2011,3411,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2012,2012,3240.57,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2013,2013,3352.539,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2014,2014,3356,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2015,2015,3550,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2016,2016,3544,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2017,2017,3711.999,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2018,2018,3754.11,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2019,2019,3868.828,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,2020,2020,3839.074,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,1997,1997,1262.4,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,1998,1998,1355.5,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,1999,1999,1396.59,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2000,2000,1657.677,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2001,2001,1689.122,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2002,2002,1823.592,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2003,2003,1787.514,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2004,2004,1977.168,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2005,2005,2169.167,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2006,2006,2352.717,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2007,2007,2537.994,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2008,2008,2602.469,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2009,2009,2515.394,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2010,2010,2634.177,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2011,2011,2613.999,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2012,2012,2522.621,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2013,2013,2514.372,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2014,2014,2625,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2015,2015,2731.486,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2016,2016,2824,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2017,2017,2769.419,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2018,2018,2722.433,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2019,2019,2820.495,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,COL_RECYCLE,Waste collected for recycling,2020,2020,2725.448,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,RECYCLED,Waste recycled in country,2018,2018,2722.433,,
ESP,Spain,PACK_PAPER,Packaging - paper and paperboard,RECYCLED,Waste recycled in country,2020,2020,2147.838,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,1997,1997,1398.102,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,1998,1998,1523,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,1999,1999,1532,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2000,2000,1536,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2001,2001,1557,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2002,2002,1523,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2003,2003,1627,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2004,2004,1641.098,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2005,2005,1677.177,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2006,2006,1660.797,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2007,2007,1679.529,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2008,2008,1621.533,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2009,2009,1555.188,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2010,2010,1513.658,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2011,2011,1459.581,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2012,2012,1397.741,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2013,2013,1343.638,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2014,2014,1368.393,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2015,2015,1425.669,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2016,2016,1465.422,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2017,2017,1482.862,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2018,2018,1470.519,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2019,2019,1492.739,,
ESP,Spain,PACK_GLASS,Packaging - glass,GEN,Waste generated,2020,2020,1356.545,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,1997,1997,521.492,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,1998,1998,567.171,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,1999,1999,575,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2000,2000,481,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2001,2001,506.4,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2002,2002,553.107,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2003,2003,622,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2004,2004,675.3,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2005,2005,744.619,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2006,2006,840.167,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2007,2007,936.35,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2008,2008,972.671,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2009,2009,878.916,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2010,2010,904.467,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2011,2011,940.201,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2012,2012,897.287,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2013,2013,906.236,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2014,2014,953.266,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2015,2015,1003.547,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2016,2016,1052.201,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2017,2017,1071.363,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2018,2018,1129.197,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2019,2019,1191.32,,
ESP,Spain,PACK_GLASS,Packaging - glass,COL_RECYCLE,Waste collected for recycling,2020,2020,904.978,,
ESP,Spain,PACK_GLASS,Packaging - glass,RECYCLED,Waste recycled in country,2018,2018,1129.197,,
ESP,Spain,PACK_GLASS,Packaging - glass,RECYCLED,Waste recycled in country,2020,2020,808.754,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,1997,1997,1032,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,1998,1998,1147.2,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,1999,1999,1111,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2000,2000,1193.3,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2001,2001,1317,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2002,2002,1319,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2003,2003,1407.3,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2004,2004,1463.175,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2005,2005,1565.3,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2006,2006,1615,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2007,2007,1679,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2008,2008,1585,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2009,2009,1442.916,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2010,2010,1397.689,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2011,2011,1355.155,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2012,2012,1304.464,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2013,2013,1305.579,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2014,2014,1418.487,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2015,2015,1474.731,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2016,2016,1526.347,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2017,2017,1608.873,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2018,2018,1655.189,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2019,2019,1684.875,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,GEN,Waste generated,2020,2020,1705.166,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,1997,1997,75.5,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,1998,1998,99,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,1999,1999,160.514,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2000,2000,205,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2001,2001,234.2,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2002,2002,258,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2003,2003,280.4,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2004,2004,293.781,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2005,2005,324.61,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2006,2006,361.2,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2007,2007,391.553,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2008,2008,387.281,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2009,2009,383.103,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2010,2010,407.525,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2011,2011,438.981,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2012,2012,458.458,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2013,2013,531.555,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2014,2014,602.245,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2015,2015,649.343,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2016,2016,693.935,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2017,2017,771.269,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2018,2018,839.228,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2019,2019,868.015,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,COL_RECYCLE,Waste collected for recycling,2020,2020,704.811,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,RECYCLED,Waste recycled in country,2018,2018,839.228,,
ESP,Spain,PACK_PLASTIC,Packaging - plastic,RECYCLED,Waste recycled in country,2020,2020,642.562,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,1997,1997,340.855,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,1998,1998,359.827,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,1999,1999,399.642,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2000,2000,415.669,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2001,2001,427.309,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2002,2002,483.121,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2003,2003,492.367,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2004,2004,459.655,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2005,2005,468.581,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2006,2006,477.122,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2007,2007,479.952,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2008,2008,467.08,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2009,2009,441.919,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2010,2010,435.587,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2011,2011,426.307,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2012,2012,414.694,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2013,2013,404.767,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2014,2014,424.946,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2015,2015,393.62,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2016,2016,379.349,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2017,2017,377.201,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2018,2018,367.312,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2019,2019,360.306,,
ESP,Spain,PACK_MET,Packaging - metals,GEN,Waste generated,2020,2020,366.135,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,1997,1997,76.965,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,1998,1998,78.951,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,1999,1999,95.678,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2000,2000,140.723,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2001,2001,163.95,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2002,2002,189.122,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2003,2003,223.209,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2004,2004,257.328,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2005,2005,279.701,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2006,2006,297.398,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2007,2007,301.522,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2008,2008,316.579,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2009,2009,312.132,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2010,2010,307.833,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2011,2011,320.726,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2012,2012,323.523,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2013,2013,327.611,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2014,2014,344.443,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2015,2015,314.522,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2016,2016,313.409,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2017,2017,320.936,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2018,2018,308.584,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2019,2019,302.506,,
ESP,Spain,PACK_MET,Packaging - metals,COL_RECYCLE,Waste collected for recycling,2020,2020,287.901,,
ESP,Spain,PACK_MET,Packaging - metals,RECYCLED,Waste recycled in country,2018,2018,308.584,,
ESP,Spain,PACK_MET,Packaging - metals,RECYCLED,Waste recycled in country,2020,2020,287.901,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2010,2010,1898.724,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2012,2012,1496.722,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2014,2014,1318.28,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2016,2016,1110.595,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2018,2018,1096.974,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",COL_RECYCLE,Waste collected for recycling,2020,2020,911.458,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2004,2004,802.392,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2005,2005,809.487,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2006,2006,793.941,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2007,2007,777.278,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2008,2008,841.377,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2009,2009,894.691,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2010,2010,1072.972,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2011,2011,976.397,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2012,2012,889.182,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2013,2013,613.383,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2014,2014,700.523,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2015,2015,604.284,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2016,2016,634.919,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2017,2017,566.196,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2018,2018,702.169,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2019,2019,613.978,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2020,2020,273.579,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",IMP_RECYCLE,Imports of waste for recycling,2021,2021,253.525,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2004,2004,199.52,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2005,2005,192.794,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2006,2006,198.404,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2007,2007,314.645,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2008,2008,339.855,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2009,2009,319.923,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2010,2010,395.091,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2011,2011,478.485,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2012,2012,430.963,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2013,2013,451.255,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2014,2014,453.028,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2015,2015,466.672,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2016,2016,502.499,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2017,2017,452.063,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2018,2018,431.02,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2019,2019,444.925,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2020,2020,412.305,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",EXP_RECYCLE,Exports of waste for recycling,2021,2021,508.195,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,12.228,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,5.956,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",INC_RECOVERY,Waste incinerated with energy recovery,2014,2014,2.233,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",INC_RECOVERY,Waste incinerated with energy recovery,2016,2016,1.157,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",INC_RECOVERY,Waste incinerated with energy recovery,2018,2018,0.302,,
SWE,Sweden,PAPER,"Paper, paperboard and paper products",INC_RECOVERY,Waste incinerated with energy recovery,2020,2020,1.173,,
SWE,Sweden,GLASS,Glass,COL_RECYCLE,Waste collected for recycling,2010,2010,144.954,,
SWE,Sweden,GLASS,Glass,COL_RECYCLE,Waste collected for recycling,2012,2012,117.873,,
SWE,Sweden,GLASS,Glass,COL_RECYCLE,Waste collected for recycling,2014,2014,151.728,,
SWE,Sweden,GLASS,Glass,COL_RECYCLE,Waste collected for recycling,2016,2016,248.067,,
SWE,Sweden,GLASS,Glass,COL_RECYCLE,Waste collected for recycling,2018,2018,235.469,,
SWE,Sweden,GLASS,Glass,COL_RECYCLE,Waste collected for recycling,2020,2020,231.236,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2004,2004,0.961,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2005,2005,1.394,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2006,2006,1.258,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2007,2007,3.746,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2008,2008,4.007,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2009,2009,3.23,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2010,2010,5.866,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2011,2011,5.652,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2012,2012,6.993,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2013,2013,7.277,,
SWE,Sweden,GLASS,Glass,IMP_RECYCLE,Imports of waste for recycling,2014,2014,4.443,,
